,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,liquidity_rule,liquidity_rule_score,liquidity_rule_nvalue,vol_price_rule (2nd),vol_price_rule_score,vol_price_rule_nvalue,eps_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,shares_outstanding_rule (2nd),shares_outstanding_rule_score,shares_outstanding_rule_nvalue,inst_ownership_rule (2nd),inst_ownership_rule_score,inst_ownership_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Lwowski Rating,N-Value Rating
1871,ROG,150.2701439617349,165.511153954726,185.9124993218316,0.3664,0.0683,1.524,0.087,188.21,198.16000366210938,82.98999786376953,0.976,18690000.0,65992.0,1.1853911038356677,True,47.46012258193093,256.0,False,0.0,0,False,0.0,0.0,True,1911.466666666667,256.0,False,0.0,0.0,True,4.0384,16.0,False,0.0,0.0,True,0.8654338890726059,256.0,True,25.96456258935415,256.0,True,31.555241379125803,256.0,True,3.1636397539519505,256.0,True,110.75957761155541,256.0,True,68.19431509604173,256.0,8,1,False,False,False,False,False,False,False,False,2203.4679595676994,2064.0
577,RF,16.46158270527133,17.86548074392172,20.77166657977634,0.4227,0.055,0.608,-0.042,20.66,22.209999084472656,8.069999694824219,0.758,959000000.0,8111098.0,3.193023115009066,True,561.4139174423209,256.0,True,561.4139174423209,256,True,162.74697032533334,16.0,True,608.7111111111111,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.2318950956449102,256.0,True,21.832523903027457,256.0,True,41.64363582725894,256.0,False,0.0,0.0,True,166.73308406231712,256.0,True,61.51224481575006,256.0,7,1,False,False,False,False,False,False,False,False,2187.2393000250845,2064.0
361,ABR,13.958705051339788,14.729903844686655,16.134722259309555,0.268,0.028399999999999998,1.0490000000000002,0.41600000000000004,15.9,16.969999313354492,4.059999942779541,0.455,119920000.0,1418749.0,-0.10515485072592391,False,0.0,0.0,True,282.9196417858365,256,True,8.061983040000001,16.0,True,1235.9111111111115,256.0,True,169.98400000000004,256.0,False,0.0,0.0,False,0.0,0.0,True,0.7511411225664993,256.0,True,14.143639425768121,256.0,True,24.415197677830655,256.0,False,0.0,0.0,True,386.0177170610341,256.0,True,63.81144487902723,256.0,7,1,False,False,False,False,False,False,False,False,2186.015876103175,2064.0
524,STAY,14.410000012075301,15.223557692307692,17.465555429458618,0.4727,0.1814,1.149,-0.08800000000000001,19.75,19.979999542236328,6.429999828338623,0.9440000000000001,177660000.0,3519588.0,-0.3741477106895461,False,0.0,0.0,True,351.7818139365238,256,True,58.1459872,16.0,True,1378.1333333333334,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.693994602260415,256.0,True,14.453210684591614,256.0,True,37.70153024090085,256.0,True,33.484065961750034,256.0,True,221.28273897644047,256.0,True,81.40407846770086,256.0,7,1,False,False,False,False,False,False,False,False,2177.0807534035016,2064.0
800,CC,24.775683464763834,25.875480853594265,26.26694456736247,0.2389,0.06509999999999999,1.058,-0.011000000000000001,27.91,28.739999771118164,7.260000228881836,0.7759999999999999,165060000.0,957750.0,-0.6999872007248598,False,0.0,0.0,True,435.1967233855641,256,True,12.512856,16.0,True,1248.7111111111112,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6678028189676017,256.0,True,11.363889595256186,256.0,True,3.872960324551405,256.0,True,16.013365760014768,256.0,True,352.05286854979244,256.0,True,75.47576232436028,256.0,7,1,False,False,False,False,False,False,False,False,2155.8673398696183,2064.0
1822,CB,147.27597078831076,156.42711492685171,165.81499989827475,0.1258,-0.0218,1.074,0.126,157.97,175.0500030517578,95.25,0.898,451360000.0,1928821.0,1.7904062994873207,True,202.3440126687541,256.0,True,202.3440126687541,256,True,309.0089102613333,16.0,True,1271.466666666667,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5742168119043564,256.0,True,15.906823678886411,256.0,True,15.363695442494894,256.0,False,0.0,0.0,True,26.285359251968504,256.0,True,52.0287102350051,256.0,7,1,False,False,False,False,False,False,False,False,2095.3224076857678,2064.0
1677,CTLT,102.20841776895867,106.76567356403058,109.75666703118219,0.1093,-0.043899999999999995,0.948,0.263,105.31,125.2699966430664,48.02000045776367,0.0,170230000.0,672527.0,-1.7261118091490815,False,0.0,0.0,True,697.8846231421649,256,True,59.54540626133334,16.0,True,1092.2666666666667,256.0,True,13.312000000000012,256.0,False,0.0,0.0,False,0.0,0.0,True,0.26308340334325037,256.0,True,11.414495097415843,256.0,True,7.1717275977433195,256.0,False,0.0,0.0,True,144.69702834132565,256.0,True,30.94670948027766,256.0,7,1,False,False,False,False,False,False,False,False,2057.5017399902704,2064.0
991,DISH,31.894963820203603,33.065672819431015,34.6313886112637,0.1332,0.0998,0.772,0.406,36.2,38.970001220703125,18.700000762939453,0.8540000000000001,526059999.99999994,2770339.0,-2.09488636629689,False,0.0,0.0,True,792.2909097720038,256,True,90.97202325333335,16.0,True,841.9555555555557,256.0,True,159.74400000000003,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,9.396514932315862,256.0,True,12.122034984681289,256.0,True,11.595391684233128,256.0,True,64.09582584418533,256.0,True,61.07124145796285,256.0,7,1,False,False,False,False,False,False,False,False,2043.2434974842713,2064.0
1939,KSU,200.99719402944442,207.43528864933893,223.97972276475696,0.40590000000000004,0.2202,0.39,-0.049,263.92,266.9800109863281,121.0,0.889,91290000.0,1138234.0,-3.5478150824320958,False,0.0,0.0,True,1164.2406611026165,256,True,304.42956509866667,16.0,True,298.6666666666667,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.3364501876108257,256.0,True,8.199876772665567,256.0,True,20.41781396562061,256.0,True,45.65016353271009,256.0,True,82.91016270661157,256.0,True,81.42111628704112,256.0,7,1,False,False,False,False,False,False,False,False,2006.2724763202098,2064.0
6,BCS,7.464028752965035,8.218173049963438,9.423055463367039,0.4777,0.14529999999999998,1.12,-0.18600000000000003,10.23,10.359999656677246,3.890000104904175,0.02,4330000000.0,4865153.0,-0.2038857671498751,False,0.0,0.0,True,308.194756390368,256,True,37.088549536,16.0,True,1336.8888888888891,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.1523833802261345,256.0,True,25.86551397660399,256.0,True,37.53266035602573,256.0,True,21.922592112625004,256.0,True,153.07349726275254,256.0,True,81.05020421978807,256.0,7,1,False,False,False,False,False,False,False,False,2002.7690461232787,2064.0
602,ORI,18.418561118969816,19.424615364808304,20.9858332739936,0.27690000000000003,0.0785,0.905,0.10800000000000001,21.84,22.43000030517578,13.65999984741211,0.7609999999999999,298050000.0,2073934.0,2.5957236407202693,True,408.50525202438894,256.0,True,408.50525202438894,256,True,32.314366464,16.0,True,1031.1111111111113,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5506211454302803,256.0,True,13.983170849833366,256.0,True,20.575531471038722,256.0,True,10.419728347342694,256.0,False,0.0,0.0,True,76.35487733273922,256.0,7,1,False,False,False,False,False,False,False,False,2002.3199107702735,2064.0
1226,KTB,39.13661866222354,43.167980707608734,47.343888706631134,0.4725,0.0818,0.49,0.013000000000000001,48.53,53.5,13.800000190734863,0.9259999999999999,57160000.0,310721.0,-3.2073914986060585,False,0.0,0.0,True,1077.092223643151,256,True,0.08457613866666754,16.0,True,440.8888888888889,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.6055103670271147,256.0,True,26.36989905862182,256.0,True,24.764476591820472,256.0,True,6.413594222983645,256.0,True,339.4782526392418,256.0,True,53.62442367601247,256.0,7,1,False,False,False,False,False,False,False,False,1970.3218452264139,2064.0
1345,KSS,38.321510918706444,44.09990404202388,56.33083354102241,0.7706999999999999,0.09449999999999999,0.303,-0.10099999999999999,59.61,62.9900016784668,11.510000228881836,0.89,157780000.0,3284478.0,-2.1977962609205983,False,0.0,0.0,True,818.6358427956732,256,True,192.84024915199998,16.0,True,174.93333333333334,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,2.081699904792598,256.0,True,38.601521811269876,256.0,True,71.00056156040394,256.0,True,14.902435499856926,256.0,True,584.5963566824729,256.0,True,67.01761323742913,256.0,7,1,False,False,False,False,False,False,False,False,1964.6096139772317,2064.0
1189,ALLY,34.94266188916543,37.7789423098931,43.89916674296061,0.5232,0.09609999999999999,0.831,-0.131,45.21,46.77000045776367,11.979999542236328,0.971,376080000.0,4652414.0,-0.137573989151632,False,0.0,0.0,True,291.21894122281776,256,True,208.358012736,16.0,True,925.8666666666668,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.32712243416035,256.0,True,20.779406846832668,256.0,True,41.472242446951576,256.0,True,7.644184131487975,256.0,True,343.6554544919017,256.0,True,73.94825420059175,256.0,7,1,False,False,False,False,False,False,False,False,1914.2702851774106,2064.0
1309,ZION,42.82050361907739,46.892403877698456,54.508888986375595,0.3934,0.062400000000000004,0.735,-0.11699999999999999,54.96,59.060001373291016,24.68000030517578,0.863,163660000.0,1124110.0,-2.24851318531614,False,0.0,0.0,True,831.6193754409319,256,True,49.89982464,16.0,True,789.3333333333333,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.1220487857956862,256.0,True,24.343629292173464,256.0,True,41.58072580170414,256.0,True,2.118634623367814,256.0,True,111.56953398558267,256.0,True,61.637649234525405,256.0,7,1,False,False,False,False,False,False,False,False,1913.2247551374144,2064.0
1735,AJG,116.00705049363829,119.48701939216026,122.91166665818956,0.1328,0.045899999999999996,1.12,-0.01,124.77,128.42999267578125,74.81999969482422,0.8640000000000001,192800000.0,694572.0,-0.41581637608317124,False,0.0,0.0,True,362.44899227729184,256,True,76.439198336,16.0,True,1336.8888888888891,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.2968722398280187,256.0,True,7.679464603493906,256.0,True,7.337279853187319,256.0,True,3.870530344580383,256.0,True,7.657403842045632,256.0,True,75.6060299677264,256.0,7,1,False,False,False,False,False,False,False,False,1878.2246603530427,2064.0
1022,CET,32.47079138447055,33.633365429364716,36.76722229851617,0.23149999999999998,0.0621,1.0270000000000001,0.299,37.91,38.18000030517578,24.600000381469727,0.1208,26240000.0,9968.0,2.6974213689450757,True,434.5398704499394,256.0,False,0.0,0,False,0.0,0.0,True,1204.6222222222225,256.0,True,50.17599999999999,256.0,False,0.0,0.0,True,16.0,16.0,True,0.4286543826123832,256.0,True,9.165743820929631,256.0,True,23.853317925845314,256.0,True,7.956845072619671,256.0,False,0.0,0.0,True,82.9195013943594,256.0,8,1,False,False,False,False,False,False,False,False,1829.6621552685283,2064.0
1570,CRUS,79.0398556825926,83.21624931922325,81.79416614108615,0.1859,0.0277,0.684,0.297,84.79,101.3499984741211,55.869998931884766,0.917,58020000.0,412694.0,-2.7554126005086395,False,0.0,0.0,True,961.3856257302117,256,True,21.325145877333338,16.0,True,716.8000000000001,256.0,True,48.127999999999986,256.0,False,0.0,0.0,False,0.0,0.0,True,0.06023558199908202,256.0,True,13.52680570762875,256.0,False,0.0,0.0,True,9.376383476531432,256.0,True,22.635404747444436,256.0,True,29.561458007553437,256.0,7,1,False,False,False,False,False,False,False,False,1822.799059128702,2064.0
1918,SAIA,178.45517994173997,192.67307692307693,215.13972261216907,0.4493,0.1317,0.867,0.075,230.58,234.00999450683594,64.18000030517578,0.0,26210000.0,228916.0,-0.32657005628087504,False,0.0,0.0,True,339.601934407904,256,True,40.302348032000005,16.0,True,977.0666666666668,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.9846726884473529,256.0,True,20.396054787597297,256.0,True,29.850882065395194,256.0,True,18.372762422912704,256.0,True,304.04884676436046,256.0,True,80.33025019237319,256.0,7,1,False,False,False,False,False,False,False,False,1810.9544180276569,2064.0
1365,MDC,47.93884101703013,49.303408255943886,55.74071015252007,0.354,0.1162,0.542,0.109,59.4,60.619998931884766,18.52777862548828,0.763,75160000.0,687243.0,-2.3508093067040927,False,0.0,0.0,True,857.8071825162477,256,True,27.543716479999997,16.0,True,514.8444444444445,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5786978798054682,256.0,True,7.286976609172169,256.0,True,33.42465244935337,256.0,True,16.80599688076469,256.0,True,246.55521852620967,256.0,True,78.46387920234187,256.0,7,1,False,False,False,False,False,False,False,False,1783.3107649883395,2064.0
1891,INSP,181.90201442361735,200.6092306283804,216.35999976264105,0.3206,-0.035699999999999996,0.265,0.71,206.99,249.25,49.5,0.9179999999999999,26990000.0,270520.0,-1.1328599081611006,False,0.0,0.0,True,546.0121364892418,256,True,43.727930453333336,16.0,True,120.88888888888893,256.0,True,471.03999999999996,256.0,False,0.0,0.0,False,0.0,0.0,True,1.171009931291575,256.0,True,26.32762129432226,256.0,True,20.099757552234426,256.0,False,0.0,0.0,True,517.430303030303,256.0,True,27.460728853226357,256.0,7,1,False,False,False,False,False,False,False,False,1774.1583764928416,2064.0
1652,TTEC,72.89625922552973,78.53240420268132,89.9163892534044,0.5329,0.1457,0.56,0.23800000000000002,100.45,102.30000305175781,32.630001068115234,0.355,46740000.0,158023.0,4.277416572983111,True,839.0186426836765,256.0,False,0.0,0,True,0.9316377066666662,16.0,True,540.4444444444446,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.1070195611766125,256.0,True,19.79323945398683,256.0,True,37.109524438647036,256.0,True,29.99013164917957,256.0,True,225.5592998586937,256.0,True,79.16062864618053,256.0,8,1,False,False,False,False,False,False,False,False,1773.1145684426522,2064.0
1936,CMI,234.41769760461162,240.72884603647086,258.95388921101886,0.1649,0.0184,0.7020000000000001,0.045,259.11,275.989990234375,130.38999938964844,0.8540000000000001,147900000.0,1247275.0,-0.9932797610041815,False,0.0,0.0,True,510.27961881707046,256,True,328.7268536,16.0,True,742.4000000000001,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5811056198008865,256.0,True,6.892201463735307,256.0,True,19.38118812723192,256.0,True,0.15433003188690655,256.0,True,69.1174376749439,256.0,True,64.45683948498615,256.0,7,1,False,False,False,False,False,False,False,False,1741.989574819656,2064.0
165,BOCH,9.680935259345624,10.43759615604694,11.621944400999281,0.4407,0.154,0.26,0.047,12.75,13.180000305175781,5.840000152587891,0.584,16660000.0,154843.0,6.3575578747242325,True,1371.5348159294035,256.0,False,0.0,0,False,0.0,0.0,True,113.7777777777778,256.0,False,0.0,0.0,True,5.3376,16.0,False,0.0,0.0,True,0.9922768107901261,256.0,True,20.008933472470122,256.0,True,29.048177968846467,256.0,True,24.848013669670795,256.0,True,90.65205376371479,256.0,True,74.19726094323163,256.0,8,1,False,False,False,False,False,False,False,False,1730.3969103359052,2064.0
2020,BLK,680.7453938216614,710.8479790320763,721.0302785237631,0.1868,0.0635,0.214,0.126,753.96,779.75,409.5400085449219,0.868,152510000.0,536041.0,-3.387181467235814,False,0.0,0.0,True,1123.1184556123685,256,True,415.097037184,16.0,True,48.35555555555556,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.3470792409616022,256.0,True,11.320328986148173,256.0,True,3.666984709474975,256.0,True,11.691615385662113,256.0,True,36.44908312019688,256.0,True,74.04383456235975,256.0,7,1,False,False,False,False,False,False,False,False,1724.0899743567275,2064.0
537,ICAD,13.389856084645224,14.623365347202007,18.43944443596734,0.6207,0.13140000000000002,0.598,0.11699999999999999,21.22,21.219999313354492,6.630000114440918,0.479,23080000.0,153230.0,3.5503031933187588,True,652.8776174896022,256.0,False,0.0,0,False,0.0,0.0,True,594.4888888888889,256.0,False,0.0,0.0,True,1.2288,16.0,False,0.0,0.0,True,1.2293738320458736,256.0,True,23.58340292967408,256.0,True,66.8051589718946,256.0,True,38.6032359523753,256.0,True,235.61264528969045,256.0,True,85.33334437833838,256.0,8,1,False,False,False,False,False,False,False,False,1699.7624677325098,2064.0
1855,FTNT,142.2664031982422,149.16250045482928,174.4441680908203,0.3394,0.1134,0.313,0.204,184.42,192.02999877929688,100.47000122070312,0.6990000000000001,162400000.0,927219.0,3.260613271285697,True,578.7169974491384,256.0,True,578.7169974491384,256,True,166.397576512,16.0,True,189.15555555555557,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,12.409120199842867,256.0,True,43.3896381133249,256.0,True,14.6397153696787,256.0,True,37.57825673462829,256.0,True,71.80656008690215,256.0,7,1,False,False,False,False,False,False,False,False,1692.8104174702094,2064.0
665,IBCP,18.234028836806043,19.727211612921494,22.20305559370253,0.4,0.10869999999999999,0.26,-0.038,23.64,24.280000686645508,11.630000114440918,0.82,21870000.0,74530.0,6.3206789976933155,True,1362.0938234094888,256.0,False,0.0,0,False,0.0,0.0,True,113.7777777777778,256.0,False,0.0,0.0,True,2.0032,16.0,False,0.0,0.0,True,1.026262310023183,256.0,True,20.963814092141842,256.0,True,32.12902418833436,256.0,True,16.567889336659064,256.0,True,64.67137306713876,256.0,True,76.33606967886865,256.0,8,1,False,False,False,False,False,False,False,False,1689.5692338604326,2064.0
1180,BWA,41.125035978907306,41.88528845860408,46.31277794308133,0.1518,0.022799999999999997,0.42700000000000005,0.534,46.36,50.54999923706055,21.290000915527344,0.9153,239020000.0,1744074.0,-2.0281735614233245,False,0.0,0.0,True,775.2124317243711,256,True,70.245622016,16.0,True,351.288888888889,256.0,True,290.81600000000003,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,4.732509775850302,256.0,True,27.060510975025764,256.0,True,0.2610261596926201,256.0,True,108.70077730948643,256.0,True,57.04082239692437,256.0,7,1,False,False,False,False,False,False,False,False,1685.3585892462397,2064.0
1619,WAL,62.48517979134758,71.4404807457557,92.54444397820367,0.7372,0.0947,0.54,0.051,94.44,99.6500015258789,27.8799991607666,0.867,99830000.0,964785.0,-1.3912697048341105,False,0.0,0.0,True,612.1650444375323,256,True,81.18858175999999,16.0,True,512.0000000000001,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.941150367873174,256.0,True,36.689612672698644,256.0,True,75.62399540302155,256.0,True,5.243559966648557,256.0,True,293.0043290931768,256.0,True,67.48740096735973,256.0,7,1,False,False,False,False,False,False,False,False,1685.3436746683108,2064.0
823,AVYA,21.864172688491053,23.56192311873803,29.913611200120712,0.5103,0.0398,0.88,0.039,28.03,32.90999984741211,6.590000152587891,0.0,83800000.0,573790.0,1.0682186914506206,True,17.463985011358886,256.0,True,17.463985011358886,256,True,1.1555559466666678,16.0,True,995.5555555555555,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.4154897809912812,256.0,True,19.87836980321717,256.0,True,69.01101156470698,256.0,False,0.0,0.0,True,511.0676569828929,256.0,True,34.71933690955892,256.0,7,1,False,False,False,False,False,False,False,False,1667.7309465663072,2064.0
1938,ROK,246.90453267268998,252.20067376356857,255.77694363064236,0.102,0.0362,0.9009999999999999,-0.071,265.44,273.54998779296875,143.67999267578125,0.797,116100000.0,784418.0,-0.18081694130347994,False,0.0,0.0,True,302.28913697369086,256,True,206.09697484799997,16.0,True,1025.422222222222,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.30774677404934675,256.0,True,5.49124029675979,256.0,True,3.6301452819637223,256.0,True,9.671483267576262,256.0,True,36.4365274698573,256.0,True,75.2137599822216,256.0,7,1,False,False,False,False,False,False,False,False,1664.5592371163405,2064.0
838,BHB,23.99366911195165,24.97605778620793,28.383611096276177,0.29359999999999997,0.1162,1.1440000000000001,-0.1,29.42,32.150001525878906,13.770000457763672,0.519,14910000.0,23344.0,1.2823439731872581,True,72.28005713593808,256.0,False,0.0,0,False,0.0,0.0,True,1371.0222222222226,256.0,False,0.0,0.0,True,6.4576,16.0,False,0.0,0.0,True,0.789854522506064,256.0,True,10.481577429286789,256.0,True,34.9267948867088,256.0,True,9.347491355252808,256.0,True,102.62309878070977,256.0,True,56.349181650377595,256.0,8,1,False,False,False,False,False,False,False,False,1664.2778779830026,2064.0
906,JHG,29.05280571532764,30.73846147610591,30.56805568271213,0.209,0.0366,0.715,0.09300000000000001,31.15,35.150001525878906,14.100000381469727,0.82,176400000.0,989291.0,2.302270270234446,True,333.38118918001817,256.0,True,333.38118918001817,256,True,16.870842293333332,16.0,True,760.8888888888888,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6753028423509003,256.0,True,14.853225502126719,256.0,False,0.0,0.0,True,4.873641515575649,256.0,True,126.91064456072206,256.0,True,46.490266622185366,256.0,7,1,False,False,False,False,False,False,False,False,1638.3251905852192,2064.0
1265,AFL,43.691438770980284,46.04807688639714,49.71305539872911,0.2427,0.0584,0.27699999999999997,0.053,51.18,52.13999938964844,31.829999923706055,0.619,700920000.0,2093795.0,3.413479113152383,True,617.8506529670101,256.0,True,617.8506529670101,256,True,98.30445664,16.0,True,137.95555555555552,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6620135404992556,256.0,True,13.808182438419145,256.0,True,20.375107118407026,256.0,True,7.554108571949653,256.0,False,0.0,0.0,True,79.04871892016703,256.0,7,1,False,False,False,False,False,False,False,False,1593.4094487190177,2064.0
1066,IRDM,36.42035978303539,39.56317316568815,41.16055573357476,0.196,-0.083,0.9279999999999999,0.055,41.25,54.369998931884766,20.229999542236328,0.855,134430000.0,989110.0,-0.14436907663422177,False,0.0,0.0,True,292.9584836183608,256,True,27.52084,16.0,True,1063.8222222222223,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6384208157920362,256.0,True,22.09094667795872,256.0,True,10.336125862968553,256.0,True,0.5563027951584137,256.0,True,156.8142375140317,256.0,True,2.9663468200459855,256.0,7,1,False,False,False,False,False,False,False,False,1577.7039263265385,2064.0
1062,TMDX,22.023525244898075,24.733173159452583,37.586666901906334,0.9511,0.2003,0.46399999999999997,0.24600000000000002,41.49,47.81999969482422,11.65999984741211,0.7959999999999999,27160000.0,900518.0,-1.0936387758068034,False,0.0,0.0,True,535.9715266065416,256,True,23.853324608,16.0,True,403.9111111111111,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.5113917139334356,256.0,True,31.496768042920305,256.0,True,133.0397186343472,256.0,True,26.585312172527292,256.0,True,373.94442960951045,256.0,True,40.1505665072769,256.0,7,1,False,False,False,False,False,False,False,False,1570.4641490061683,2064.0
1580,DELL,73.980287730265,76.30923047432533,84.72749985588922,0.289,0.08349999999999999,0.622,0.027999999999999997,88.15,91.27999877929688,36.439998626708984,0.8420000000000001,747000000.0,1917563.0,-1.0322115630033286,False,0.0,0.0,True,520.2461601288521,256,True,164.30205701333335,16.0,True,628.6222222222223,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6733222054245009,256.0,True,8.05902978714068,256.0,True,28.241366716513323,256.0,True,10.340916920511033,256.0,True,128.75873602869692,256.0,True,73.62898483471152,256.0,7,1,False,False,False,False,False,False,False,False,1562.8727958574054,2064.0
2006,ORLY,459.04179810448517,459.4699035057655,470.9977789984809,0.1143,0.0962,0.271,0.139,507.25,509.1300048828125,287.25,0.85,72140000.0,360990.0,3.1841506912190987,True,559.1425769520893,256.0,True,559.1425769520893,256,True,179.319656,16.0,True,129.42222222222227,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.23874728440920734,256.0,True,6.4229149801062215,256.0,True,19.704060168017953,256.0,True,16.244973890339427,256.0,True,84.07293161436367,256.0,7,1,False,False,False,False,False,False,False,False,1553.7106600636373,2064.0
899,HPQ,23.764748209672007,25.390576931146477,29.35416661368476,0.46340000000000003,0.14029999999999998,0.779,0.07,31.75,32.04999923706055,14.0600004196167,0.835,1280000000.0,7865970.0,0.23969645936271983,False,0.0,0.0,True,194.63770640314374,256,True,250.394184,16.0,True,851.9111111111112,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.9458631065716121,256.0,True,17.51384651860398,256.0,True,39.96281618497215,256.0,True,20.89425174178743,256.0,True,94.1336938755729,256.0,True,82.13833358229044,256.0,7,1,False,False,False,False,False,False,False,False,1552.5318065240533,2064.0
1745,J,107.39712255464184,111.44980804736798,120.19305610656738,0.2877,0.1183,0.456,0.006,129.27,129.9499969482422,71.5999984741211,0.883,129970000.0,570770.0,-2.6435593721474624,False,0.0,0.0,True,932.7511992697504,256,True,62.70233376000001,16.0,True,392.53333333333336,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5875903086563457,256.0,True,9.660291276519406,256.0,True,20.083224389258213,256.0,True,19.333043954373544,256.0,True,22.77541838865266,256.0,True,83.54721843952197,256.0,7,1,False,False,False,False,False,False,False,False,1543.973653120066,2064.0
1255,STLD,37.64539562197898,39.850576859254105,45.31472216712104,0.4721,0.1928,0.579,0.107,50.76,51.279998779296875,20.979999542236328,0.856,210600000.0,1948871.0,-1.3177780125980048,False,0.0,0.0,True,593.3511712250893,256,True,89.519671424,16.0,True,567.4666666666666,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.0034934204581019,256.0,True,14.995894913980878,256.0,True,35.10165495858063,256.0,True,30.762433455422354,256.0,True,119.43412699523854,256.0,True,81.87208292592642,256.0,7,1,False,False,False,False,False,False,False,False,1533.5071959853628,2064.0
1869,UTHR,144.5943888382946,156.1717312152569,167.92944505479602,0.42979999999999996,0.1506,0.82,0.237,167.27,192.33999633789062,92.73999786376953,0.9848,44500000.0,1607248.0,1.3961439732431722,True,101.41285715025208,256.0,True,101.41285715025208,256,True,270.7673311573334,16.0,True,910.2222222222222,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5329851482057918,256.0,True,20.497335147748206,256.0,True,19.27349283701839,256.0,False,0.0,0.0,True,62.56183004120646,256.0,True,40.84323465602091,256.0,7,1,False,False,False,False,False,False,False,False,1527.5241455102598,2064.0
476,PFHD,15.410000012075301,16.060673117637634,17.361944516499836,0.2777,0.1013,0.7120000000000001,0.8540000000000001,18.37,19.219999313354492,10.449999809265137,0.596,13440000.0,19243.0,-10.58970861700901,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,756.6222222222223,256.0,True,618.4960000000001,256.0,True,7.3984,16.0,False,0.0,0.0,True,0.7722214963470032,256.0,True,10.809365015796951,256.0,True,20.74168845033583,256.0,True,14.863669419677855,256.0,True,26.50640654689673,256.0,True,70.23795823845796,256.0,8,1,False,False,False,False,False,False,False,False,1526.4479313897345,2064.0
